COMMON NAME,LATITUDE,LONGITUDE,COUNTY CODE,OBSERVATION DATE,MONTH,COUNTRY CODE,STATE,STATE CODE,COUNTY,LOCALITY,LOCALITY ID,OBSERVER ID,GLOBAL UNIQUE IDENTIFIER
Spotted x Eastern Towhee (hybrid),41.413235,-95.858,US-IA-155,10/4/21,10,US,Iowa,US-IA,Pottawattamie,Hitchcock Nature Center,L70754,obsr355251,URN:CornellLabOfOrnithology:EBIRD:OBS1250495119
Spotted x Eastern Towhee (hybrid),40.9704362,-96.8676911,US-NE-109,10/5/21,10,US,Nebraska,US-NE,Lancaster,Branched Oak SRA,L325696,obsr264913,URN:CornellLabOfOrnithology:EBIRD:OBS1250896666
Spotted x Eastern Towhee (hybrid),41.0332368,-96.9153786,US-NE-159,10/6/21,10,US,Nebraska,US-NE,Seward,Meadowlark RA,L1303072,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1251587150
Spotted x Eastern Towhee (hybrid),40.6931672,-96.8533451,US-NE-109,10/14/21,10,US,Nebraska,US-NE,Lancaster,Spring Creek Prairie Audubon Center,L351223,obsr264913,URN:CornellLabOfOrnithology:EBIRD:OBS1257971636
Spotted x Eastern Towhee (hybrid),32.925858,-96.707317,US-TX-113,10/30/21,10,US,Texas,US-TX,Dallas,Patch 1,L3040029,obsr533446,URN:CornellLabOfOrnithology:EBIRD:OBS1268489002
Spotted x Eastern Towhee (hybrid),40.4247616,-97.1060414,US-NE-151,10/5/22,10,US,Nebraska,US-NE,Saline,Swanton WMA,L7897457,obsr240841,URN:CornellLabOfOrnithology:EBIRD:OBS1533071724
Spotted x Eastern Towhee (hybrid),40.1106794,-97.0577073,US-NE-095,10/9/22,10,US,Nebraska,US-NE,Jefferson,Rock Creek Station SHP,L2208527,obsr240841,URN:CornellLabOfOrnithology:EBIRD:OBS1536389149
Spotted x Eastern Towhee (hybrid),40.7523937,-96.6108942,US-NE-109,10/24/22,10,US,Nebraska,US-NE,Lancaster,backyard,L7180485,obsr918091,URN:CornellLabOfOrnithology:EBIRD:OBS1548926195
Spotted x Eastern Towhee (hybrid),34.7124907,-98.6413512,US-OK-031,10/28/22,10,US,Oklahoma,US-OK,Comanche,Wichita Mtns Wildlife Refuge--Quanah Parker Dam,L5446023,obsr381931,URN:CornellLabOfOrnithology:EBIRD:OBS1550982354
Spotted x Eastern Towhee (hybrid),30.3067833,-98.2512236,US-TX-031,11/29/03,11,US,Texas,US-TX,Blanco,Pedernales Falls State Park (HOTE 050),L129053,obsr1127299,URN:CornellLabOfOrnithology:EBIRD:OBS701313131
Spotted x Eastern Towhee (hybrid),30.4391651,-99.8128617,US-TX-267,11/8/09,11,US,Texas,US-TX,Kimble,South Llano River SP (HOTW 093),L283468,obsr176756,URN:CornellLabOfOrnithology:EBIRD:OBS474049962
Spotted x Eastern Towhee (hybrid),30.8773,-98.438,US-TX-053,11/25/16,11,US,Texas,US-TX,Burnet,Canyon of the Eagles (HOTE 020),L289812,obsr215488,URN:CornellLabOfOrnithology:EBIRD:OBS445260947
Spotted x Eastern Towhee (hybrid),34.9736944,-101.6764361,US-TX-381,11/8/18,11,US,Texas,US-TX,Randall,Palo Duro Canyon SP--Trading Post Bird Blind,L4401358,obsr182276,URN:CornellLabOfOrnithology:EBIRD:OBS674653669
Spotted x Eastern Towhee (hybrid),34.9651086,-101.671257,US-TX-381,11/12/18,11,US,Texas,US-TX,Randall,Palo Duro Canyon  SP (PHP 040),L260936,obsr992775,URN:CornellLabOfOrnithology:EBIRD:OBS677149724
Spotted x Eastern Towhee (hybrid),29.8247288,-95.6288409,US-TX-201,11/16/19,11,US,Texas,US-TX,Harris,Bear Creek Park (UTC 097),L257187,obsr654280,URN:CornellLabOfOrnithology:EBIRD:OBS828491159
Spotted x Eastern Towhee (hybrid),33.20034,-98.16167,US-TX-237,11/12/20,11,US,Texas,US-TX,Jack,Fort Richardson SP (PPW-W 110),L189433,obsr166950,URN:CornellLabOfOrnithology:EBIRD:OBS1011114512
Spotted x Eastern Towhee (hybrid),42.6372738,-70.8157039,US-MA-009,11/30/20,11,US,Massachusetts,US-MA,Essex,"Donovan Reservation, Hamilton",L7500762,obsr131414,URN:CornellLabOfOrnithology:EBIRD:OBS1020700782
Spotted x Eastern Towhee (hybrid),35.4785825,-97.6629719,US-OK-109,11/5/22,11,US,Oklahoma,US-OK,Oklahoma,Oklahoma City West River Trail,L3785904,obsr607535,URN:CornellLabOfOrnithology:EBIRD:OBS1555446870
Spotted x Eastern Towhee (hybrid),30.5048635,-98.817687,US-TX-299,11/12/22,11,US,Texas,US-TX,Llano,Enchanted Rock SNA (Llano Co.),L503119,obsr2710457,URN:CornellLabOfOrnithology:EBIRD:OBS1561301123
Spotted x Eastern Towhee (hybrid),34.6045059,-104.3880458,US-NM-011,11/19/22,11,US,New Mexico,US-NM,De Baca,Sumner Lake SP--Below the Dam,L283207,obsr107449,URN:CornellLabOfOrnithology:EBIRD:OBS1565319004
Spotted x Eastern Towhee (hybrid),31.1562236,-97.6614513,US-TX-027,11/20/22,11,US,Texas,US-TX,Bell,Fort Hood East Range--South (Restricted Access),L8806901,obsr324113,URN:CornellLabOfOrnithology:EBIRD:OBS1566029146
Spotted x Eastern Towhee (hybrid),30.5367677,-97.7302091,US-TX-491,12/25/11,12,US,Texas,US-TX,Williamson,My Round Rock  Yard,L10990273,obsr88637,URN:CornellLabOfOrnithology:EBIRD:OBS134034712
Spotted x Eastern Towhee (hybrid),35.1451785,-106.657033,US-NM-001,12/17/12,12,US,New Mexico,US-NM,Bernalillo,Los Poblanos Open Space,L1285882,obsr94220,URN:CornellLabOfOrnithology:EBIRD:OBS173076999
Spotted x Eastern Towhee (hybrid),30.3641504,-98.1237811,US-TX-453,12/28/13,12,US,Texas,US-TX,Travis,Milton Reimers Ranch Park,L305948,obsr277723,URN:CornellLabOfOrnithology:EBIRD:OBS344057122
Spotted x Eastern Towhee (hybrid),30.3373826,-97.8930759,US-TX-453,12/29/15,12,US,Texas,US-TX,Travis,Commons Ford Ranch Metro Park,L486383,obsr195130,URN:CornellLabOfOrnithology:EBIRD:OBS362509408
Spotted x Eastern Towhee (hybrid),30.849891,-98.133743,US-TX-053,12/3/16,12,US,Texas,US-TX,Burnet,US-TX-Burnet-10215 FM 963 - 30.8499x-98.1337Denny Ranch 2,L5121638,obsr520879,URN:CornellLabOfOrnithology:EBIRD:OBS446804931
Spotted x Eastern Towhee (hybrid),30.9623766,-98.6788054,US-TX-411,12/17/16,12,US,Texas,US-TX,San Saba,"3650 CR 437 Cherokee, TX",L2590456,obsr455843,URN:CornellLabOfOrnithology:EBIRD:OBS449716769
Spotted x Eastern Towhee (hybrid),37.1437472,-103.0827943,US-CO-009,12/26/16,12,US,Colorado,US-CO,Baca,Cottonwood Canyon (Baca Co.; county line just W of Rd 5-Rd 244 intersection),L140458,obsr275593,URN:CornellLabOfOrnithology:EBIRD:OBS452644564
Spotted x Eastern Towhee (hybrid),31.0371972,-97.5403118,US-TX-027,12/16/17,12,US,Texas,US-TX,Bell,Stillhouse Hollow Lake- Stillhouse Park,L911412,obsr121585,URN:CornellLabOfOrnithology:EBIRD:OBS557767140
Spotted x Eastern Towhee (hybrid),30.6639372,-96.3246138,US-TX-041,12/23/17,12,US,Texas,US-TX,Brazos,Brazos Center,L270820,obsr328721,URN:CornellLabOfOrnithology:EBIRD:OBS583177498
Spotted x Eastern Towhee (hybrid),30.40675,-97.7903333,US-TX-453,12/29/17,12,US,Texas,US-TX,Travis,St. Edwards Pk (NW Austin),L391415,obsr819061,URN:CornellLabOfOrnithology:EBIRD:OBS561410801
Spotted x Eastern Towhee (hybrid),42.9221356,-89.7844791,US-WI-025,12/30/17,12,US,Wisconsin,US-WI,Dane,County Rd H,L6663245,obsr602297,URN:CornellLabOfOrnithology:EBIRD:OBS563707223
Spotted x Eastern Towhee (hybrid),29.806086,-98.148814,US-TX-091,12/31/17,12,US,Texas,US-TX,Comal,River chase POA River Park,L5288283,obsr758886,URN:CornellLabOfOrnithology:EBIRD:OBS562790618
Spotted x Eastern Towhee (hybrid),38.2951911,-102.6510143,US-CO-061,12/2/18,12,US,Colorado,US-CO,Kiowa,Upper Queens/Neeskah Reservoir,L267335,obsr275593,URN:CornellLabOfOrnithology:EBIRD:OBS682278005
Spotted x Eastern Towhee (hybrid),30.4121466,-97.7544191,US-TX-453,12/21/18,12,US,Texas,US-TX,Travis,"Great Hills Park, Austin",L721762,obsr132874,URN:CornellLabOfOrnithology:EBIRD:OBS688114506
Spotted x Eastern Towhee (hybrid),33.4737991,-101.086116,US-TX-107,12/29/18,12,US,Texas,US-TX,Crosby,White River Lake (PHP 023),L261960,obsr89319,URN:CornellLabOfOrnithology:EBIRD:OBS691626655
Spotted x Eastern Towhee (hybrid),31.819338,-99.627398,US-TX-083,12/2/19,12,US,Texas,US-TX,Coleman,US-TX-Talpa - WestmorelandRanch,L2960656,obsr285050,URN:CornellLabOfOrnithology:EBIRD:OBS834144625
Spotted x Eastern Towhee (hybrid),33.5321788,-101.6924143,US-TX-303,12/14/19,12,US,Texas,US-TX,Lubbock,Buffalo Springs Lake area--LEAS Nature Trail,L6821054,obsr238387,URN:CornellLabOfOrnithology:EBIRD:OBS838463641
Spotted x Eastern Towhee (hybrid),35.52244,-97.670395,US-OK-109,12/12/20,12,US,Oklahoma,US-OK,Oklahoma,Stinchcomb Wildlife Refuge (Oklahoma Co.),L168770,obsr231358,URN:CornellLabOfOrnithology:EBIRD:OBS1028081922
Spotted x Eastern Towhee (hybrid),32.673519,-93.0318618,US-LA-027,12/24/20,12,US,Louisiana,US-LA,Claiborne,Athens - yard,L1136031,obsr120409,URN:CornellLabOfOrnithology:EBIRD:OBS1035262710
Spotted x Eastern Towhee (hybrid),31.9297289,-95.8876419,US-TX-001,12/29/20,12,US,Texas,US-TX,Anderson,Gus Engeling WMA (PPW-W 020),L447343,obsr279424,URN:CornellLabOfOrnithology:EBIRD:OBS1039422246
Spotted x Eastern Towhee (hybrid),35.4652839,-97.5183392,US-OK-109,12/4/21,12,US,Oklahoma,US-OK,Oklahoma,Myriad Botanical Gardens,L788933,obsr1835889,URN:CornellLabOfOrnithology:EBIRD:OBS1299239290
Spotted x Eastern Towhee (hybrid),30.2181988,-97.6458054,US-TX-453,12/4/21,12,US,Texas,US-TX,Travis,Hornsby Bend (HOTE 037),L130766,obsr1151763,URN:CornellLabOfOrnithology:EBIRD:OBS1289420787
Spotted x Eastern Towhee (hybrid),35.5248192,-97.6663645,US-OK-109,12/18/21,12,US,Oklahoma,US-OK,Oklahoma,Stinchcomb Wildlife Refuge--Gate 1,L6125947,obsr607535,URN:CornellLabOfOrnithology:EBIRD:OBS1297787526
Spotted x Eastern Towhee (hybrid),38.2599014,-104.6997499,US-CO-101,12/27/21,12,US,Colorado,US-CO,Pueblo,Lake Pueblo SP--Valco Ponds,L268752,obsr234797,URN:CornellLabOfOrnithology:EBIRD:OBS1304205705
Spotted x Eastern Towhee (hybrid),34.7159601,-98.6390194,US-OK-031,12/4/22,12,US,Oklahoma,US-OK,Comanche,Wichita Mtns Wildlife Refuge--Environmental Education Center,L1433894,obsr1835889,URN:CornellLabOfOrnithology:EBIRD:OBS1575608350
Spotted x Eastern Towhee (hybrid),35.484115,-97.6650719,US-OK-109,12/4/22,12,US,Oklahoma,US-OK,Oklahoma,Overholser Dam & Park,L1356781,obsr607535,URN:CornellLabOfOrnithology:EBIRD:OBS1575355570
Spotted x Eastern Towhee (hybrid),31.0404684,-97.8450921,US-TX-027,12/17/22,12,US,Texas,US-TX,Bell,"West Ft Hood, RESTRICTED ACCESS",L21827365,obsr578188,URN:CornellLabOfOrnithology:EBIRD:OBS1583569340
Spotted x Eastern Towhee (hybrid),34.0576727,-98.4800076,US-TX-485,12/23/22,12,US,Texas,US-TX,Wichita,Wichita_Perkins Boy Scout Camp,L21891613,obsr348588,URN:CornellLabOfOrnithology:EBIRD:OBS1587785414
Spotted x Eastern Towhee (hybrid),35.6072167,-97.6092553,US-OK-109,12/24/22,12,US,Oklahoma,US-OK,Oklahoma,Martin Park Nature Center,L457473,obsr231358,URN:CornellLabOfOrnithology:EBIRD:OBS1590690954
Spotted x Eastern Towhee (hybrid),37.3995653,-91.7820442,US-MO-215,12/31/22,12,US,Missouri,US-MO,Texas,BRBL spot CBC,L17366107,obsr139709,URN:CornellLabOfOrnithology:EBIRD:OBS1595992378
